OID,protein_name,panel,primary_literature_aligned_pathway_draft,secondary_literature_aligned_pathways_draft,all_literature_aligned_pathways_draft,current_rule_pathways,assignment_basis_summary,why_primary_pathway_draft,review_status,notes_for_reviewer,review_flag
OID01276,CCL18,Olink CARDIOMETABOLIC(v.3602),Peripheral immune / inflammatory activation,Integrin / ECM / cell adhesion / vascular remodeling,Peripheral immune / inflammatory activation; Integrin / ECM / cell adhesion / vascular remodeling,Cytokine_chemokine_TNF_interferon_signaling; Leukocyte_trafficking_adhesion,"cytokine, chemokine, TNF/IFN, leukocyte, T/B/NK, or immune-signaling marker",CCL18 is provisionally assigned to 'Peripheral immune / inflammatory activation' because the StrokeCog paper identifies immune/inflammatory proteins as a major SIS3-associated domain and proposes aberrant immune activation as a chronic post-stroke mood mechanism. Current rule pathways: Cytokine_chemokine_TNF_interferon_signaling; Leukocyte_trafficking_adhesion.,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",multi-pathway
OID00513,CCL19,Olink INFLAMMATION(v.3021),Peripheral immune / inflammatory activation,Integrin / ECM / cell adhesion / vascular remodeling,Peripheral immune / inflammatory activation; Integrin / ECM / cell adhesion / vascular remodeling,Cytokine_chemokine_TNF_interferon_signaling; Leukocyte_trafficking_adhesion,"cytokine, chemokine, TNF/IFN, leukocyte, T/B/NK, or immune-signaling marker",CCL19 is provisionally assigned to 'Peripheral immune / inflammatory activation' because the StrokeCog paper identifies immune/inflammatory proteins as a major SIS3-associated domain and proposes aberrant immune activation as a chronic post-stroke mood mechanism. Current rule pathways: Cytokine_chemokine_TNF_interferon_signaling; Leukocyte_trafficking_adhesion.,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",multi-pathway
OID00556,CCL20,Olink INFLAMMATION(v.3021),Peripheral immune / inflammatory activation,Integrin / ECM / cell adhesion / vascular remodeling,Peripheral immune / inflammatory activation; Integrin / ECM / cell adhesion / vascular remodeling,Cytokine_chemokine_TNF_interferon_signaling; Leukocyte_trafficking_adhesion,"cytokine, chemokine, TNF/IFN, leukocyte, T/B/NK, or immune-signaling marker",CCL20 is provisionally assigned to 'Peripheral immune / inflammatory activation' because the StrokeCog paper identifies immune/inflammatory proteins as a major SIS3-associated domain and proposes aberrant immune activation as a chronic post-stroke mood mechanism. Current rule pathways: Cytokine_chemokine_TNF_interferon_signaling; Leukocyte_trafficking_adhesion.,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",multi-pathway
OID01427,CCL21,Olink DEVELOPMENT(v.3511),Peripheral immune / inflammatory activation,Integrin / ECM / cell adhesion / vascular remodeling,Peripheral immune / inflammatory activation; Integrin / ECM / cell adhesion / vascular remodeling,Cytokine_chemokine_TNF_interferon_signaling; Leukocyte_trafficking_adhesion,"cytokine, chemokine, TNF/IFN, leukocyte, T/B/NK, or immune-signaling marker",CCL21 is provisionally assigned to 'Peripheral immune / inflammatory activation' because the StrokeCog paper identifies immune/inflammatory proteins as a major SIS3-associated domain and proposes aberrant immune activation as a chronic post-stroke mood mechanism. Current rule pathways: Cytokine_chemokine_TNF_interferon_signaling; Leukocyte_trafficking_adhesion.,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",multi-pathway
OID00530,CCL23,Olink INFLAMMATION(v.3021),Peripheral immune / inflammatory activation,Integrin / ECM / cell adhesion / vascular remodeling,Peripheral immune / inflammatory activation; Integrin / ECM / cell adhesion / vascular remodeling,Cytokine_chemokine_TNF_interferon_signaling; Leukocyte_trafficking_adhesion,"cytokine, chemokine, TNF/IFN, leukocyte, T/B/NK, or immune-signaling marker",CCL23 is provisionally assigned to 'Peripheral immune / inflammatory activation' because the StrokeCog paper identifies immune/inflammatory proteins as a major SIS3-associated domain and proposes aberrant immune activation as a chronic post-stroke mood mechanism. Current rule pathways: Cytokine_chemokine_TNF_interferon_signaling; Leukocyte_trafficking_adhesion.,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",multi-pathway
OID00592,CCL24,Olink CARDIOVASCULAR III(v.6113),Peripheral immune / inflammatory activation,Integrin / ECM / cell adhesion / vascular remodeling,Peripheral immune / inflammatory activation; Integrin / ECM / cell adhesion / vascular remodeling,Cytokine_chemokine_TNF_interferon_signaling; Leukocyte_trafficking_adhesion,"cytokine, chemokine, TNF/IFN, leukocyte, T/B/NK, or immune-signaling marker",CCL24 is provisionally assigned to 'Peripheral immune / inflammatory activation' because the StrokeCog paper identifies immune/inflammatory proteins as a major SIS3-associated domain and proposes aberrant immune activation as a chronic post-stroke mood mechanism. Current rule pathways: Cytokine_chemokine_TNF_interferon_signaling; Leukocyte_trafficking_adhesion.,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",multi-pathway
OID00551,CCL25,Olink INFLAMMATION(v.3021),Peripheral immune / inflammatory activation,Integrin / ECM / cell adhesion / vascular remodeling,Peripheral immune / inflammatory activation; Integrin / ECM / cell adhesion / vascular remodeling,Cytokine_chemokine_TNF_interferon_signaling; Leukocyte_trafficking_adhesion,"cytokine, chemokine, TNF/IFN, leukocyte, T/B/NK, or immune-signaling marker",CCL25 is provisionally assigned to 'Peripheral immune / inflammatory activation' because the StrokeCog paper identifies immune/inflammatory proteins as a major SIS3-associated domain and proposes aberrant immune activation as a chronic post-stroke mood mechanism. Current rule pathways: Cytokine_chemokine_TNF_interferon_signaling; Leukocyte_trafficking_adhesion.,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",multi-pathway
OID05190,CCL27,Olink NEURO EXPLORATORY(v.3911),Peripheral immune / inflammatory activation,Integrin / ECM / cell adhesion / vascular remodeling,Peripheral immune / inflammatory activation; Integrin / ECM / cell adhesion / vascular remodeling,Cytokine_chemokine_TNF_interferon_signaling; Leukocyte_trafficking_adhesion,"cytokine, chemokine, TNF/IFN, leukocyte, T/B/NK, or immune-signaling marker",CCL27 is provisionally assigned to 'Peripheral immune / inflammatory activation' because the StrokeCog paper identifies immune/inflammatory proteins as a major SIS3-associated domain and proposes aberrant immune activation as a chronic post-stroke mood mechanism. Current rule pathways: Cytokine_chemokine_TNF_interferon_signaling; Leukocyte_trafficking_adhesion.,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",multi-pathway
OID00539,CCL28,Olink INFLAMMATION(v.3021),Peripheral immune / inflammatory activation,Integrin / ECM / cell adhesion / vascular remodeling,Peripheral immune / inflammatory activation; Integrin / ECM / cell adhesion / vascular remodeling,Cytokine_chemokine_TNF_interferon_signaling; Leukocyte_trafficking_adhesion,"cytokine, chemokine, TNF/IFN, leukocyte, T/B/NK, or immune-signaling marker",CCL28 is provisionally assigned to 'Peripheral immune / inflammatory activation' because the StrokeCog paper identifies immune/inflammatory proteins as a major SIS3-associated domain and proposes aberrant immune activation as a chronic post-stroke mood mechanism. Current rule pathways: Cytokine_chemokine_TNF_interferon_signaling; Leukocyte_trafficking_adhesion.,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",multi-pathway
OID00440,CCL3,Olink CARDIOVASCULAR II(v.5006),Peripheral immune / inflammatory activation,Integrin / ECM / cell adhesion / vascular remodeling,Peripheral immune / inflammatory activation; Integrin / ECM / cell adhesion / vascular remodeling,Cytokine_chemokine_TNF_interferon_signaling; Leukocyte_trafficking_adhesion,"cytokine, chemokine, TNF/IFN, leukocyte, T/B/NK, or immune-signaling marker",CCL3 is provisionally assigned to 'Peripheral immune / inflammatory activation' because the StrokeCog paper identifies immune/inflammatory proteins as a major SIS3-associated domain and proposes aberrant immune activation as a chronic post-stroke mood mechanism. Current rule pathways: Cytokine_chemokine_TNF_interferon_signaling; Leukocyte_trafficking_adhesion.,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",multi-pathway
OID00532,CCL3,Olink INFLAMMATION(v.3021),Peripheral immune / inflammatory activation,Integrin / ECM / cell adhesion / vascular remodeling,Peripheral immune / inflammatory activation; Integrin / ECM / cell adhesion / vascular remodeling,Cytokine_chemokine_TNF_interferon_signaling; Leukocyte_trafficking_adhesion,"cytokine, chemokine, TNF/IFN, leukocyte, T/B/NK, or immune-signaling marker",CCL3 is provisionally assigned to 'Peripheral immune / inflammatory activation' because the StrokeCog paper identifies immune/inflammatory proteins as a major SIS3-associated domain and proposes aberrant immune activation as a chronic post-stroke mood mechanism. Current rule pathways: Cytokine_chemokine_TNF_interferon_signaling; Leukocyte_trafficking_adhesion.,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",multi-pathway
OID00498,CCL4,Olink INFLAMMATION(v.3021),Peripheral immune / inflammatory activation,Integrin / ECM / cell adhesion / vascular remodeling,Peripheral immune / inflammatory activation; Integrin / ECM / cell adhesion / vascular remodeling,Cytokine_chemokine_TNF_interferon_signaling; Leukocyte_trafficking_adhesion,"cytokine, chemokine, TNF/IFN, leukocyte, T/B/NK, or immune-signaling marker",CCL4 is provisionally assigned to 'Peripheral immune / inflammatory activation' because the StrokeCog paper identifies immune/inflammatory proteins as a major SIS3-associated domain and proposes aberrant immune activation as a chronic post-stroke mood mechanism. Current rule pathways: Cytokine_chemokine_TNF_interferon_signaling; Leukocyte_trafficking_adhesion.,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",multi-pathway
OID01246,CCL5,Olink CARDIOMETABOLIC(v.3602),Peripheral immune / inflammatory activation,Integrin / ECM / cell adhesion / vascular remodeling,Peripheral immune / inflammatory activation; Integrin / ECM / cell adhesion / vascular remodeling,Cytokine_chemokine_TNF_interferon_signaling; Leukocyte_trafficking_adhesion,"cytokine, chemokine, TNF/IFN, leukocyte, T/B/NK, or immune-signaling marker",CCL5 is provisionally assigned to 'Peripheral immune / inflammatory activation' because the StrokeCog paper identifies immune/inflammatory proteins as a major SIS3-associated domain and proposes aberrant immune activation as a chronic post-stroke mood mechanism. Current rule pathways: Cytokine_chemokine_TNF_interferon_signaling; Leukocyte_trafficking_adhesion.,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",multi-pathway
OID01447,CD109,Olink DEVELOPMENT(v.3511),Peripheral immune / inflammatory activation,,Peripheral immune / inflammatory activation,,"cytokine, chemokine, TNF/IFN, leukocyte, T/B/NK, or immune-signaling marker",CD109 is provisionally assigned to 'Peripheral immune / inflammatory activation' because the StrokeCog paper identifies immune/inflammatory proteins as a major SIS3-associated domain and proposes aberrant immune activation as a chronic post-stroke mood mechanism. Current rule pathways: .,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",single-pathway
OID00721,CD160,Olink ONCOLOGY II(v.7004),Peripheral immune / inflammatory activation,,Peripheral immune / inflammatory activation,,"cytokine, chemokine, TNF/IFN, leukocyte, T/B/NK, or immune-signaling marker",CD160 is provisionally assigned to 'Peripheral immune / inflammatory activation' because the StrokeCog paper identifies immune/inflammatory proteins as a major SIS3-associated domain and proposes aberrant immune activation as a chronic post-stroke mood mechanism. Current rule pathways: .,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",single-pathway
OID01127,CD164,Olink METABOLISM(v.3403),Peripheral immune / inflammatory activation,,Peripheral immune / inflammatory activation,,"cytokine, chemokine, TNF/IFN, leukocyte, T/B/NK, or immune-signaling marker",CD164 is provisionally assigned to 'Peripheral immune / inflammatory activation' because the StrokeCog paper identifies immune/inflammatory proteins as a major SIS3-associated domain and proposes aberrant immune activation as a chronic post-stroke mood mechanism. Current rule pathways: .,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",single-pathway
OID01442,CD177,Olink DEVELOPMENT(v.3511),Peripheral immune / inflammatory activation,,Peripheral immune / inflammatory activation,,"cytokine, chemokine, TNF/IFN, leukocyte, T/B/NK, or immune-signaling marker",CD177 is provisionally assigned to 'Peripheral immune / inflammatory activation' because the StrokeCog paper identifies immune/inflammatory proteins as a major SIS3-associated domain and proposes aberrant immune activation as a chronic post-stroke mood mechanism. Current rule pathways: .,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",single-pathway
OID01187,CD1C,Olink METABOLISM(v.3403),Peripheral immune / inflammatory activation,,Peripheral immune / inflammatory activation,,"cytokine, chemokine, TNF/IFN, leukocyte, T/B/NK, or immune-signaling marker",CD1C is provisionally assigned to 'Peripheral immune / inflammatory activation' because the StrokeCog paper identifies immune/inflammatory proteins as a major SIS3-associated domain and proposes aberrant immune activation as a chronic post-stroke mood mechanism. Current rule pathways: .,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",single-pathway
OID00337,CD200,Olink NEUROLOGY(v.8012),Peripheral immune / inflammatory activation,,Peripheral immune / inflammatory activation,,"cytokine, chemokine, TNF/IFN, leukocyte, T/B/NK, or immune-signaling marker",CD200 is provisionally assigned to 'Peripheral immune / inflammatory activation' because the StrokeCog paper identifies immune/inflammatory proteins as a major SIS3-associated domain and proposes aberrant immune activation as a chronic post-stroke mood mechanism. Current rule pathways: .,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",single-pathway
OID00376,CD200R1,Olink NEUROLOGY(v.8012),Peripheral immune / inflammatory activation,,Peripheral immune / inflammatory activation,,"cytokine, chemokine, TNF/IFN, leukocyte, T/B/NK, or immune-signaling marker",CD200R1 is provisionally assigned to 'Peripheral immune / inflammatory activation' because the StrokeCog paper identifies immune/inflammatory proteins as a major SIS3-associated domain and proposes aberrant immune activation as a chronic post-stroke mood mechanism. Current rule pathways: .,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",single-pathway
OID00730,CD207,Olink ONCOLOGY II(v.7004),Peripheral immune / inflammatory activation,,Peripheral immune / inflammatory activation,,"cytokine, chemokine, TNF/IFN, leukocyte, T/B/NK, or immune-signaling marker",CD207 is provisionally assigned to 'Peripheral immune / inflammatory activation' because the StrokeCog paper identifies immune/inflammatory proteins as a major SIS3-associated domain and proposes aberrant immune activation as a chronic post-stroke mood mechanism. Current rule pathways: .,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",single-pathway
OID01491,CD209,Olink DEVELOPMENT(v.3511),Peripheral immune / inflammatory activation,,Peripheral immune / inflammatory activation,,"cytokine, chemokine, TNF/IFN, leukocyte, T/B/NK, or immune-signaling marker",CD209 is provisionally assigned to 'Peripheral immune / inflammatory activation' because the StrokeCog paper identifies immune/inflammatory proteins as a major SIS3-associated domain and proposes aberrant immune activation as a chronic post-stroke mood mechanism. Current rule pathways: .,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",single-pathway
OID05400,CD22,Olink ONCOLOGY III(v.4001),Peripheral immune / inflammatory activation,,Peripheral immune / inflammatory activation,,"cytokine, chemokine, TNF/IFN, leukocyte, T/B/NK, or immune-signaling marker",CD22 is provisionally assigned to 'Peripheral immune / inflammatory activation' because the StrokeCog paper identifies immune/inflammatory proteins as a major SIS3-associated domain and proposes aberrant immune activation as a chronic post-stroke mood mechanism. Current rule pathways: .,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",single-pathway
OID00477,CD244,Olink INFLAMMATION(v.3021),Peripheral immune / inflammatory activation,,Peripheral immune / inflammatory activation,,"cytokine, chemokine, TNF/IFN, leukocyte, T/B/NK, or immune-signaling marker",CD244 is provisionally assigned to 'Peripheral immune / inflammatory activation' because the StrokeCog paper identifies immune/inflammatory proteins as a major SIS3-associated domain and proposes aberrant immune activation as a chronic post-stroke mood mechanism. Current rule pathways: .,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",single-pathway
OID00703,CD27,Olink ONCOLOGY II(v.7004),Peripheral immune / inflammatory activation,,Peripheral immune / inflammatory activation,Adaptive_immune_T_B_NK_cell_response,"cytokine, chemokine, TNF/IFN, leukocyte, T/B/NK, or immune-signaling marker",CD27 is provisionally assigned to 'Peripheral immune / inflammatory activation' because the StrokeCog paper identifies immune/inflammatory proteins as a major SIS3-associated domain and proposes aberrant immune activation as a chronic post-stroke mood mechanism. Current rule pathways: Adaptive_immune_T_B_NK_cell_response.,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",single-pathway
OID00977,CD28,Olink IMMUNE RESPONSE(v.3203),Peripheral immune / inflammatory activation,,Peripheral immune / inflammatory activation,Adaptive_immune_T_B_NK_cell_response,"cytokine, chemokine, TNF/IFN, leukocyte, T/B/NK, or immune-signaling marker",CD28 is provisionally assigned to 'Peripheral immune / inflammatory activation' because the StrokeCog paper identifies immune/inflammatory proteins as a major SIS3-associated domain and proposes aberrant immune activation as a chronic post-stroke mood mechanism. Current rule pathways: Adaptive_immune_T_B_NK_cell_response.,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",single-pathway
OID01133,CD2AP,Olink METABOLISM(v.3403),Peripheral immune / inflammatory activation,,Peripheral immune / inflammatory activation,,"cytokine, chemokine, TNF/IFN, leukocyte, T/B/NK, or immune-signaling marker",CD2AP is provisionally assigned to 'Peripheral immune / inflammatory activation' because the StrokeCog paper identifies immune/inflammatory proteins as a major SIS3-associated domain and proposes aberrant immune activation as a chronic post-stroke mood mechanism. Current rule pathways: .,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",single-pathway
OID05474,CD300E,Olink ONCOLOGY III(v.4001),Peripheral immune / inflammatory activation,,Peripheral immune / inflammatory activation,,"cytokine, chemokine, TNF/IFN, leukocyte, T/B/NK, or immune-signaling marker",CD300E is provisionally assigned to 'Peripheral immune / inflammatory activation' because the StrokeCog paper identifies immune/inflammatory proteins as a major SIS3-associated domain and proposes aberrant immune activation as a chronic post-stroke mood mechanism. Current rule pathways: .,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",single-pathway
OID05152,CD302,Olink NEURO EXPLORATORY(v.3911),Peripheral immune / inflammatory activation,,Peripheral immune / inflammatory activation,,"cytokine, chemokine, TNF/IFN, leukocyte, T/B/NK, or immune-signaling marker",CD302 is provisionally assigned to 'Peripheral immune / inflammatory activation' because the StrokeCog paper identifies immune/inflammatory proteins as a major SIS3-associated domain and proposes aberrant immune activation as a chronic post-stroke mood mechanism. Current rule pathways: .,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",single-pathway
OID00308,CD38,Olink NEUROLOGY(v.8012),Peripheral immune / inflammatory activation,,Peripheral immune / inflammatory activation,,"cytokine, chemokine, TNF/IFN, leukocyte, T/B/NK, or immune-signaling marker",CD38 is provisionally assigned to 'Peripheral immune / inflammatory activation' because the StrokeCog paper identifies immune/inflammatory proteins as a major SIS3-associated domain and proposes aberrant immune activation as a chronic post-stroke mood mechanism. Current rule pathways: .,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",single-pathway
OID00466,CD4,Olink CARDIOVASCULAR II(v.5006),Peripheral immune / inflammatory activation,,Peripheral immune / inflammatory activation,Adaptive_immune_T_B_NK_cell_response,"cytokine, chemokine, TNF/IFN, leukocyte, T/B/NK, or immune-signaling marker",CD4 is provisionally assigned to 'Peripheral immune / inflammatory activation' because the StrokeCog paper identifies immune/inflammatory proteins as a major SIS3-associated domain and proposes aberrant immune activation as a chronic post-stroke mood mechanism. Current rule pathways: Adaptive_immune_T_B_NK_cell_response.,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",single-pathway
OID00542,CD40,Olink INFLAMMATION(v.3021),Peripheral immune / inflammatory activation,,Peripheral immune / inflammatory activation,Adaptive_immune_T_B_NK_cell_response,"cytokine, chemokine, TNF/IFN, leukocyte, T/B/NK, or immune-signaling marker",CD40 is provisionally assigned to 'Peripheral immune / inflammatory activation' because the StrokeCog paper identifies immune/inflammatory proteins as a major SIS3-associated domain and proposes aberrant immune activation as a chronic post-stroke mood mechanism. Current rule pathways: Adaptive_immune_T_B_NK_cell_response.,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",single-pathway
OID00667,CD48,Olink ONCOLOGY II(v.7004),Peripheral immune / inflammatory activation,,Peripheral immune / inflammatory activation,Adaptive_immune_T_B_NK_cell_response,"cytokine, chemokine, TNF/IFN, leukocyte, T/B/NK, or immune-signaling marker",CD48 is provisionally assigned to 'Peripheral immune / inflammatory activation' because the StrokeCog paper identifies immune/inflammatory proteins as a major SIS3-associated domain and proposes aberrant immune activation as a chronic post-stroke mood mechanism. Current rule pathways: Adaptive_immune_T_B_NK_cell_response.,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",single-pathway
OID00531,CD5,Olink INFLAMMATION(v.3021),Peripheral immune / inflammatory activation,,Peripheral immune / inflammatory activation,Adaptive_immune_T_B_NK_cell_response,"cytokine, chemokine, TNF/IFN, leukocyte, T/B/NK, or immune-signaling marker",CD5 is provisionally assigned to 'Peripheral immune / inflammatory activation' because the StrokeCog paper identifies immune/inflammatory proteins as a major SIS3-associated domain and proposes aberrant immune activation as a chronic post-stroke mood mechanism. Current rule pathways: Adaptive_immune_T_B_NK_cell_response.,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",single-pathway
OID01473,CD58,Olink DEVELOPMENT(v.3511),Peripheral immune / inflammatory activation,,Peripheral immune / inflammatory activation,Adaptive_immune_T_B_NK_cell_response,"cytokine, chemokine, TNF/IFN, leukocyte, T/B/NK, or immune-signaling marker",CD58 is provisionally assigned to 'Peripheral immune / inflammatory activation' because the StrokeCog paper identifies immune/inflammatory proteins as a major SIS3-associated domain and proposes aberrant immune activation as a chronic post-stroke mood mechanism. Current rule pathways: Adaptive_immune_T_B_NK_cell_response.,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",single-pathway
OID00499,CD6,Olink INFLAMMATION(v.3021),Peripheral immune / inflammatory activation,,Peripheral immune / inflammatory activation,Adaptive_immune_T_B_NK_cell_response,"cytokine, chemokine, TNF/IFN, leukocyte, T/B/NK, or immune-signaling marker",CD6 is provisionally assigned to 'Peripheral immune / inflammatory activation' because the StrokeCog paper identifies immune/inflammatory proteins as a major SIS3-associated domain and proposes aberrant immune activation as a chronic post-stroke mood mechanism. Current rule pathways: Adaptive_immune_T_B_NK_cell_response.,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",single-pathway
OID05222,CD63,Olink NEURO EXPLORATORY(v.3911),Peripheral immune / inflammatory activation,Vesicle secretion / extracellular vesicle / membrane trafficking,Peripheral immune / inflammatory activation; Vesicle secretion / extracellular vesicle / membrane trafficking,Vesicle_secretion_membrane_trafficking,"cytokine, chemokine, TNF/IFN, leukocyte, T/B/NK, or immune-signaling marker",CD63 is provisionally assigned to 'Peripheral immune / inflammatory activation' because the StrokeCog paper identifies immune/inflammatory proteins as a major SIS3-associated domain and proposes aberrant immune activation as a chronic post-stroke mood mechanism. Current rule pathways: Vesicle_secretion_membrane_trafficking.,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",multi-pathway
OID01467,CD69,Olink DEVELOPMENT(v.3511),Peripheral immune / inflammatory activation,,Peripheral immune / inflammatory activation,Adaptive_immune_T_B_NK_cell_response,"cytokine, chemokine, TNF/IFN, leukocyte, T/B/NK, or immune-signaling marker",CD69 is provisionally assigned to 'Peripheral immune / inflammatory activation' because the StrokeCog paper identifies immune/inflammatory proteins as a major SIS3-associated domain and proposes aberrant immune activation as a chronic post-stroke mood mechanism. Current rule pathways: Adaptive_immune_T_B_NK_cell_response.,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",single-pathway
OID00736,CD70,Olink ONCOLOGY II(v.7004),Peripheral immune / inflammatory activation,,Peripheral immune / inflammatory activation,Adaptive_immune_T_B_NK_cell_response,"cytokine, chemokine, TNF/IFN, leukocyte, T/B/NK, or immune-signaling marker",CD70 is provisionally assigned to 'Peripheral immune / inflammatory activation' because the StrokeCog paper identifies immune/inflammatory proteins as a major SIS3-associated domain and proposes aberrant immune activation as a chronic post-stroke mood mechanism. Current rule pathways: Adaptive_immune_T_B_NK_cell_response.,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",single-pathway
OID01426,CD74,Olink DEVELOPMENT(v.3511),Peripheral immune / inflammatory activation,,Peripheral immune / inflammatory activation,Adaptive_immune_T_B_NK_cell_response,"cytokine, chemokine, TNF/IFN, leukocyte, T/B/NK, or immune-signaling marker",CD74 is provisionally assigned to 'Peripheral immune / inflammatory activation' because the StrokeCog paper identifies immune/inflammatory proteins as a major SIS3-associated domain and proposes aberrant immune activation as a chronic post-stroke mood mechanism. Current rule pathways: Adaptive_immune_T_B_NK_cell_response.,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",single-pathway
OID01157,CD79B,Olink METABOLISM(v.3403),Peripheral immune / inflammatory activation,,Peripheral immune / inflammatory activation,Adaptive_immune_T_B_NK_cell_response,"cytokine, chemokine, TNF/IFN, leukocyte, T/B/NK, or immune-signaling marker",CD79B is provisionally assigned to 'Peripheral immune / inflammatory activation' because the StrokeCog paper identifies immune/inflammatory proteins as a major SIS3-associated domain and proposes aberrant immune activation as a chronic post-stroke mood mechanism. Current rule pathways: Adaptive_immune_T_B_NK_cell_response.,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",single-pathway
OID01025,CD83,Olink IMMUNE RESPONSE(v.3203),Peripheral immune / inflammatory activation,,Peripheral immune / inflammatory activation,Adaptive_immune_T_B_NK_cell_response,"cytokine, chemokine, TNF/IFN, leukocyte, T/B/NK, or immune-signaling marker",CD83 is provisionally assigned to 'Peripheral immune / inflammatory activation' because the StrokeCog paper identifies immune/inflammatory proteins as a major SIS3-associated domain and proposes aberrant immune activation as a chronic post-stroke mood mechanism. Current rule pathways: Adaptive_immune_T_B_NK_cell_response.,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",single-pathway
